id,area,square_feet,num_bedrooms,num_bathrooms,year_built,has_garage,price,age,price_per_sqrt,swimming_ful,garden
328,Kalyani Nagar,1339,5,3,2018,Yes,8349251,7,6235.43764,No,Yes
329,Hinjewadi,2409,4,1,1996,Yes,13834659,29,5742.905355,Yes,Yes
330,Hinjewadi,805,2,2,2005,Yes,14355887,20,17833.4,Yes,Yes
331,Pimpri-Chinchwad,2590,1,3,2009,Yes,8151171,16,3147.17027,No,Yes
332,Hinjewadi,3379,3,2,1993,No,4234764,32,1253.259544,No,No
333,Koregaon Park,2403,5,2,2008,No,10031760,17,4174.681648,Yes,Yes
334,Kalyani Nagar,1677,4,1,2012,Yes,5406312,13,3223.799642,No,Yes
335,Viman Nagar,2786,2,1,2018,No,9037896,7,3244.040201,No,Yes
336,Hinjewadi,2366,5,1,2008,Yes,11615515,17,4909.346999,Yes,Yes
337,Koregaon Park,2291,3,3,1986,Yes,9867534,39,4307.085989,No,Yes
338,Viman Nagar,2731,1,2,1995,Yes,11752912,30,4303.51959,Yes,Yes
339,Kalyani Nagar,1359,1,2,2019,No,8701495,6,6402.866078,No,Yes
340,Viman Nagar,1544,4,3,1991,No,4668880,34,3023.88601,No,No
341,Koregaon Park,2964,4,3,2010,Yes,7406156,15,2498.703104,No,Yes
342,Viman Nagar,3480,3,2,1982,Yes,6187962,43,1778.15,No,Yes
343,Pimpri-Chinchwad,2536,2,3,1987,No,8191782,38,3230.19795,No,Yes
344,Viman Nagar,1512,2,2,2000,Yes,6434497,25,4255.619709,No,Yes
345,Hinjewadi,838,1,1,2021,Yes,12113304,4,14455.01671,Yes,Yes
346,Hinjewadi,1781,1,3,2003,No,2413142,22,1354.936552,No,No
347,Pimpri-Chinchwad,3018,4,1,2002,Yes,2937010,23,973.1643472,No,No
348,Koregaon Park,1808,5,1,1991,Yes,5445275,34,3011.767146,No,Yes
349,Hinjewadi,2541,5,2,2006,Yes,3286152,19,1293.251476,No,No
350,Kalyani Nagar,2423,3,1,1995,No,14173569,30,5849.59513,Yes,Yes
351,Hinjewadi,1552,2,1,2006,No,11223037,19,7231.338273,Yes,Yes
352,Hinjewadi,2280,1,2,2010,Yes,10377476,15,4551.524561,Yes,Yes
353,Koregaon Park,945,1,2,1997,No,3008572,28,3183.674074,No,No
354,Viman Nagar,2088,1,2,1986,Yes,10956766,39,5247.493295,Yes,Yes
355,Hinjewadi,2072,5,3,1991,No,8476566,34,4091.006757,No,Yes
356,Pimpri-Chinchwad,2348,3,2,2022,Yes,10811209,3,4604.433135,Yes,Yes
357,Viman Nagar,1921,3,1,1995,No,13621590,30,7090.884956,Yes,Yes
358,Kalyani Nagar,3235,1,3,2016,No,8123212,9,2511.039258,No,Yes
359,Koregaon Park,1354,2,1,2014,Yes,4269102,11,3152.955687,No,No
360,Kalyani Nagar,2558,4,1,2007,No,14079429,18,5504.077013,Yes,Yes
361,Viman Nagar,1982,5,2,1982,No,11678421,43,5892.240666,Yes,Yes
362,Viman Nagar,1848,2,3,2017,Yes,7421294,8,4015.851732,No,Yes
363,Viman Nagar,1015,4,3,2010,Yes,9025826,15,8892.439409,No,Yes
364,Kalyani Nagar,1899,1,1,1981,Yes,9260694,44,4876.616114,No,Yes
365,Viman Nagar,2676,4,2,1981,Yes,7990486,44,2985.981315,No,Yes
366,Kalyani Nagar,2785,1,2,2022,Yes,11076288,3,3977.12316,Yes,Yes
367,Viman Nagar,2349,5,3,1986,Yes,9072210,39,3862.158365,No,Yes
368,Pimpri-Chinchwad,2707,2,1,1990,Yes,5120396,35,1891.538973,No,Yes
369,Viman Nagar,1512,1,1,1988,No,11351364,37,7507.515873,Yes,Yes
370,Kalyani Nagar,1891,3,1,1981,No,6574327,44,3476.640402,No,Yes
371,Hinjewadi,868,3,1,1986,Yes,11494289,39,13242.26843,Yes,Yes
372,Viman Nagar,1680,3,3,2002,No,10091935,23,6007.104167,Yes,Yes
373,Hinjewadi,3372,5,1,2022,No,8430447,3,2500.132562,No,Yes
374,Pimpri-Chinchwad,1908,3,3,2008,Yes,6256617,17,3279.149371,No,Yes
375,Koregaon Park,3117,5,2,1981,Yes,9893553,44,3174.06256,No,Yes
376,Pimpri-Chinchwad,1960,4,1,1984,Yes,4958522,41,2529.858163,No,No
377,Viman Nagar,1545,3,3,1983,No,13458456,42,8710.974757,Yes,Yes
378,Hinjewadi,1099,2,3,2022,Yes,5188149,3,4720.790719,No,Yes
379,Hinjewadi,1338,3,1,1988,Yes,10040208,37,7503.892377,Yes,Yes
380,Kalyani Nagar,1992,1,2,2018,No,13568019,7,6811.254518,Yes,Yes
381,Hinjewadi,2173,2,1,2022,Yes,10985750,3,5055.568339,Yes,Yes
382,Kalyani Nagar,3403,3,3,2017,Yes,12323480,8,3621.357626,Yes,Yes
383,Koregaon Park,2239,1,2,1989,Yes,2287791,36,1021.791425,No,No
384,Viman Nagar,1381,5,3,1987,No,6637477,38,4806.283128,No,Yes
385,Kalyani Nagar,2551,3,3,1983,No,8276808,42,3244.534692,No,Yes
386,Koregaon Park,2376,5,2,1992,No,12845137,33,5406.202441,Yes,Yes
387,Hinjewadi,2835,4,2,1991,Yes,11888915,34,4193.620811,Yes,Yes
388,Hinjewadi,2861,2,2,1998,No,7033174,27,2458.292206,No,Yes
389,Koregaon Park,2124,5,3,1990,Yes,11471044,35,5400.679849,Yes,Yes
390,Hinjewadi,1977,4,3,1994,No,8413770,31,4255.827011,No,Yes
391,Koregaon Park,2435,1,1,2009,No,9358256,16,3843.226283,No,Yes
392,Kalyani Nagar,1476,4,2,1982,Yes,4012176,43,2718.276423,No,No
393,Kalyani Nagar,1027,3,3,2016,Yes,2335679,9,2274.273612,No,No
394,Koregaon Park,1745,5,3,1990,No,12296402,35,7046.648711,Yes,Yes
395,Kalyani Nagar,3132,3,2,1981,Yes,6063153,44,1935.872605,No,Yes
396,Kalyani Nagar,1779,4,2,2004,No,3330603,21,1872.177066,No,No
397,Kalyani Nagar,2697,2,2,2016,Yes,6007947,9,2227.640712,No,Yes
398,Pimpri-Chinchwad,2199,2,2,2010,Yes,10140571,15,4611.446567,Yes,Yes
399,Viman Nagar,2055,4,2,1991,No,5042629,34,2453.834063,No,Yes
400,Hinjewadi,2966,4,1,2015,Yes,4426603,10,1492.448753,No,No
401,Pimpri-Chinchwad,1064,1,3,2006,Yes,13686051,19,12862.82989,Yes,Yes
402,Kalyani Nagar,3223,4,1,1992,Yes,2202228,33,683.2851381,No,No
403,Koregaon Park,2292,1,1,2007,No,14649420,18,6391.544503,Yes,Yes
404,Kalyani Nagar,1457,3,1,2006,No,4053246,19,2781.912148,No,No
405,Viman Nagar,1747,3,1,1999,No,2522847,26,1444.102461,No,No
406,Kalyani Nagar,2924,1,3,2018,No,5685681,7,1944.487346,No,Yes
407,Koregaon Park,1194,3,1,2008,No,3861802,17,3234.340034,No,No
408,Viman Nagar,1080,4,2,2001,Yes,12143586,24,11244.06111,Yes,Yes
409,Kalyani Nagar,2552,4,3,2018,Yes,13854000,7,5428.683386,Yes,Yes
410,Viman Nagar,3476,2,1,2003,No,7174912,22,2064.128884,No,Yes
411,Hinjewadi,1388,5,2,2015,Yes,4917267,10,3542.699568,No,No
412,Hinjewadi,3413,4,3,1980,Yes,2714365,45,795.3017873,No,No
413,Kalyani Nagar,2295,1,3,1980,No,6093631,45,2655.176906,No,Yes
414,Viman Nagar,1468,3,1,2000,No,7829366,25,5333.355586,No,Yes
415,Koregaon Park,2498,5,2,1985,Yes,9853779,40,3944.667334,No,Yes
416,Kalyani Nagar,1363,4,1,1990,No,14836729,35,10885.34776,Yes,Yes
417,Hinjewadi,1939,3,3,2000,Yes,9671982,25,4988.128932,No,Yes
418,Hinjewadi,3344,1,2,1992,Yes,11387460,33,3405.340909,Yes,Yes
419,Kalyani Nagar,2459,1,3,2021,No,14620179,4,5945.579097,Yes,Yes
420,Viman Nagar,1707,4,3,1997,Yes,7683920,28,4501.417692,No,Yes
421,Hinjewadi,1804,4,3,2009,No,2799330,16,1551.735033,No,No
422,Viman Nagar,975,1,1,2023,Yes,5426477,2,5565.617436,No,Yes
423,Hinjewadi,2834,3,2,2000,Yes,4723352,25,1666.673253,No,No
424,Hinjewadi,3110,2,1,1991,No,5609918,34,1803.832154,No,Yes
425,Pimpri-Chinchwad,884,1,3,1998,No,14345208,27,16227.61086,Yes,Yes
426,Hinjewadi,3412,1,1,2021,Yes,9311654,4,2729.089683,No,Yes
427,Koregaon Park,2160,1,2,2002,Yes,3215134,23,1488.487963,No,No
428,Kalyani Nagar,2403,4,1,1994,No,4580895,31,1906.323346,No,No
429,Kalyani Nagar,3020,2,1,2008,Yes,6824201,17,2259.669205,No,Yes
430,Viman Nagar,1424,4,1,2007,No,12902919,18,9061.038624,Yes,Yes
431,Hinjewadi,2791,1,2,2000,Yes,9405925,25,3370.091365,No,Yes
432,Koregaon Park,1073,3,3,1996,No,14868580,29,13857.01771,Yes,Yes
433,Viman Nagar,2479,4,2,2018,Yes,7641076,7,3082.321904,No,Yes
434,Pimpri-Chinchwad,3454,4,2,1981,Yes,7203068,44,2085.42791,No,Yes
435,Viman Nagar,1359,4,2,2017,No,2026491,8,1491.163355,No,No
436,Viman Nagar,3080,5,2,2017,No,12778019,8,4148.707468,Yes,Yes
437,Hinjewadi,2361,1,2,1981,No,8528722,44,3612.334604,No,Yes
438,Pimpri-Chinchwad,1769,3,2,2020,No,5273588,5,2981.112493,No,Yes
439,Viman Nagar,1390,5,2,2004,Yes,8407708,21,6048.710791,No,Yes
440,Koregaon Park,1470,5,1,1989,Yes,7380676,36,5020.868027,No,Yes
441,Koregaon Park,2247,2,1,1986,No,12465937,39,5547.813529,Yes,Yes
442,Kalyani Nagar,3408,1,1,2004,Yes,10750148,21,3154.38615,Yes,Yes
443,Pimpri-Chinchwad,3039,4,3,2008,No,2580249,17,849.0454097,No,No
444,Pimpri-Chinchwad,972,1,2,2015,No,6037653,10,6211.57716,No,Yes
445,Kalyani Nagar,1057,5,3,2023,No,12550202,2,11873.41722,Yes,Yes
446,Viman Nagar,1492,5,1,2022,No,7462994,3,5002.006702,No,Yes
447,Pimpri-Chinchwad,2542,3,3,2018,No,9697245,7,3814.809205,No,Yes
448,Koregaon Park,854,1,2,2013,No,14803538,12,17334.35363,Yes,Yes
449,Koregaon Park,951,2,1,1994,No,7621226,31,8013.907466,No,Yes
450,Hinjewadi,2597,5,3,1987,Yes,3607600,38,1389.141317,No,No
451,Pimpri-Chinchwad,3271,4,1,1997,No,9132407,28,2791.931214,No,Yes
452,Viman Nagar,3311,1,1,1981,No,7997151,44,2415.327998,No,Yes
453,Kalyani Nagar,2454,3,1,2009,No,13609397,16,5545.801548,Yes,Yes
454,Kalyani Nagar,993,1,3,1980,No,3826715,45,3853.690836,No,No
455,Viman Nagar,3113,4,1,2008,Yes,3362893,17,1080.274012,No,No
456,Hinjewadi,3100,1,2,1995,No,11455250,30,3695.241935,Yes,Yes
457,Kalyani Nagar,1826,5,3,2008,Yes,10033666,17,5494.88828,Yes,Yes
458,Pimpri-Chinchwad,2474,1,1,2005,Yes,4627371,20,1870.400566,No,No
459,Hinjewadi,3470,1,3,2015,No,7653149,10,2205.518444,No,Yes
460,Pimpri-Chinchwad,1633,5,1,1992,Yes,8039171,33,4922.946111,No,Yes
461,Koregaon Park,1960,5,2,1990,No,2924246,35,1491.962245,No,No
462,Hinjewadi,2034,5,2,2017,Yes,5964813,8,2932.553097,No,Yes
463,Kalyani Nagar,1040,5,1,1992,No,2367992,33,2276.915385,No,No
464,Hinjewadi,3034,4,1,2022,Yes,10014259,3,3300.678642,Yes,Yes
465,Hinjewadi,2429,3,2,1989,No,3497481,36,1439.885138,No,No
466,Hinjewadi,3488,2,1,1985,No,12973496,40,3719.465596,Yes,Yes
467,Hinjewadi,1799,3,2,2007,No,3008105,18,1672.098388,No,No
468,Pimpri-Chinchwad,2346,1,3,2013,Yes,6079861,12,2591.586104,No,Yes
469,Koregaon Park,2543,4,3,2013,Yes,2821047,12,1109.338183,No,No
470,Viman Nagar,2364,5,1,1989,Yes,9440912,36,3993.617597,No,Yes
471,Hinjewadi,2838,5,3,1981,Yes,13395624,44,4720.093023,Yes,Yes
472,Kalyani Nagar,2950,2,1,2007,No,4885752,18,1656.187119,No,No
473,Hinjewadi,3013,4,3,2008,No,11438342,17,3796.329904,Yes,Yes
474,Kalyani Nagar,803,4,2,2023,Yes,12735459,2,15859.84932,Yes,Yes
475,Pimpri-Chinchwad,1051,3,2,2004,No,4687768,21,4460.293054,No,No
476,Kalyani Nagar,1271,1,2,2022,Yes,8283275,3,6517.132179,No,Yes
477,Viman Nagar,3346,3,2,1996,Yes,3105451,29,928.1084877,No,No
478,Koregaon Park,3113,4,2,2007,Yes,10849098,18,3485.094121,Yes,Yes
479,Kalyani Nagar,2059,1,3,2007,Yes,8439168,18,4098.673142,No,Yes
480,Kalyani Nagar,2773,1,2,1991,No,9089614,34,3277.899026,No,Yes
481,Koregaon Park,2451,4,1,2000,Yes,6105247,25,2490.920849,No,Yes
482,Viman Nagar,2376,1,3,2023,Yes,5682861,2,2391.776515,No,Yes
483,Hinjewadi,2007,2,1,2019,Yes,8319734,6,4145.358246,No,Yes
484,Kalyani Nagar,2355,5,2,2015,Yes,8352519,10,3546.717197,No,Yes
485,Koregaon Park,2597,5,2,1984,Yes,3025189,41,1164.878321,No,No
486,Pimpri-Chinchwad,2165,5,1,2008,No,12185358,17,5628.340878,Yes,Yes
487,Koregaon Park,2589,1,3,2022,Yes,7753715,3,2994.868675,No,Yes
488,Pimpri-Chinchwad,2863,3,2,1995,No,5920330,30,2067.876353,No,Yes
489,Viman Nagar,1583,1,2,1991,Yes,11941058,34,7543.308907,Yes,Yes
490,Hinjewadi,1718,5,1,1990,Yes,10998275,35,6401.789872,Yes,Yes
491,Koregaon Park,1595,3,3,2017,No,13467748,8,8443.729154,Yes,Yes
492,Kalyani Nagar,1417,4,2,1988,Yes,13638305,37,9624.774171,Yes,Yes
493,Viman Nagar,2503,1,2,1992,No,7284168,33,2910.17499,No,Yes
494,Koregaon Park,3444,1,2,1982,Yes,5674690,43,1647.703252,No,Yes
495,Kalyani Nagar,1186,4,3,2011,No,4676604,14,3943.173693,No,No
496,Koregaon Park,1703,4,3,1999,Yes,11522010,26,6765.713447,Yes,Yes
497,Pimpri-Chinchwad,2246,5,2,1994,Yes,7936874,31,3533.781834,No,Yes
498,Koregaon Park,2043,5,3,2013,No,11412040,12,5585.922663,Yes,Yes
499,Koregaon Park,2107,5,1,2020,No,12730690,5,6042.093023,Yes,Yes
500,Koregaon Park,1724,4,3,1982,No,13977976,43,8107.87471,Yes,Yes
501,Viman Nagar,2826,4,2,2015,No,9180418,10,3248.555556,No,Yes
502,Koregaon Park,1136,4,3,2015,Yes,11338606,10,9981.167254,Yes,Yes
503,Kalyani Nagar,1901,2,3,1991,Yes,7854528,34,4131.78748,No,Yes
504,Pimpri-Chinchwad,3011,3,3,1986,No,13690530,39,4546.83826,Yes,Yes
505,Pimpri-Chinchwad,1024,5,3,2021,Yes,5060273,4,4941.672852,No,Yes
506,Koregaon Park,836,2,3,2011,No,5513278,14,6594.830144,No,Yes
507,Viman Nagar,1585,1,1,1982,Yes,7015094,43,4425.926814,No,Yes
508,Viman Nagar,3304,2,2,2007,No,3406524,18,1031.030266,No,No
509,Kalyani Nagar,2020,3,1,2023,No,7709793,2,3816.729208,No,Yes
510,Koregaon Park,875,5,1,2021,Yes,3749548,4,4285.197714,No,No
511,Pimpri-Chinchwad,1560,3,3,1983,No,8171471,42,5238.122436,No,Yes
512,Viman Nagar,2785,4,3,1990,No,2164258,35,777.1123878,No,No
513,Koregaon Park,3361,4,3,2017,No,5790226,8,1722.768819,No,Yes
514,Viman Nagar,2612,2,2,1996,No,5420898,29,2075.382083,No,Yes
515,Viman Nagar,3119,4,3,1995,No,8862624,30,2841.495351,No,Yes
516,Pimpri-Chinchwad,1475,2,1,2020,Yes,5249047,5,3558.675932,No,Yes
517,Hinjewadi,898,2,3,1990,No,7901233,35,8798.700445,No,Yes
518,Kalyani Nagar,1907,4,2,1994,Yes,5877079,31,3081.845307,No,Yes
519,Kalyani Nagar,3137,3,2,2007,Yes,12577088,18,4009.272553,Yes,Yes
520,Pimpri-Chinchwad,897,2,1,2023,No,12953485,2,14440.89744,Yes,Yes
521,Viman Nagar,2355,2,3,2003,Yes,10108272,22,4292.259873,Yes,Yes
522,Koregaon Park,2060,2,2,2007,Yes,3461358,18,1680.270874,No,No
523,Viman Nagar,1170,2,1,1990,No,13573526,35,11601.30427,Yes,Yes
524,Pimpri-Chinchwad,1974,2,2,2013,No,2069627,12,1048.443262,No,No
525,Kalyani Nagar,3494,2,1,1989,No,7067948,36,2022.881511,No,Yes
526,Viman Nagar,1484,1,1,2016,No,12648983,9,8523.57345,Yes,Yes
527,Kalyani Nagar,1251,4,3,1988,No,5770224,37,4612.489209,No,Yes
528,Koregaon Park,1871,2,2,1990,No,9982851,35,5335.569749,No,Yes
529,Kalyani Nagar,3473,3,1,2019,No,12707594,6,3658.967463,Yes,Yes
530,Kalyani Nagar,2154,3,3,2015,No,7680429,10,3565.658774,No,Yes
531,Hinjewadi,3172,2,1,2015,No,12995979,10,4097.093001,Yes,Yes
532,Hinjewadi,2570,5,3,1993,No,14894379,32,5795.47821,Yes,Yes
533,Hinjewadi,1745,2,2,2014,Yes,11512447,11,6597.390831,Yes,Yes
534,Kalyani Nagar,2183,3,1,1980,No,3164256,45,1449.498855,No,No
535,Pimpri-Chinchwad,843,4,2,2013,Yes,3861789,12,4581.007117,No,No
536,Kalyani Nagar,2559,2,1,1982,No,9672937,43,3779.967565,No,Yes
537,Pimpri-Chinchwad,3064,5,2,1995,Yes,5128978,30,1673.948433,No,Yes
538,Pimpri-Chinchwad,2527,1,1,2019,Yes,11025997,6,4363.275425,Yes,Yes
539,Hinjewadi,1879,3,2,2007,Yes,9251239,18,4923.490687,No,Yes
540,Viman Nagar,1777,3,1,2014,Yes,5339618,11,3004.849747,No,Yes
541,Koregaon Park,1834,2,2,1990,Yes,13061339,35,7121.77699,Yes,Yes
542,Hinjewadi,3204,1,2,1985,Yes,7986452,40,2492.650437,No,Yes
543,Hinjewadi,3326,2,2,1999,Yes,6284708,26,1889.569453,No,Yes
544,Viman Nagar,1693,5,2,1991,No,8180542,34,4831.979917,No,Yes
545,Koregaon Park,1368,5,3,2019,Yes,3722345,6,2721.012427,No,No
546,Kalyani Nagar,2558,5,1,2012,Yes,12412232,13,4852.318999,Yes,Yes
547,Kalyani Nagar,904,4,1,2022,No,7190701,3,7954.315265,No,Yes
548,Hinjewadi,2823,5,1,1999,Yes,5684199,26,2013.53135,No,Yes
549,Koregaon Park,1420,1,1,1980,Yes,14569362,45,10260.11408,Yes,Yes
550,Hinjewadi,1349,1,3,1986,No,3948608,39,2927.06301,No,No
551,Pimpri-Chinchwad,3479,4,3,2006,No,2920505,19,839.4668008,No,No
552,Hinjewadi,2854,5,2,1980,No,2308898,45,809.0042046,No,No
553,Hinjewadi,3489,2,3,1996,Yes,9673680,29,2772.622528,No,Yes
554,Kalyani Nagar,2891,5,3,1982,No,6511353,43,2252.283985,No,Yes
555,Kalyani Nagar,2017,3,2,2009,No,14430420,16,7154.39762,Yes,Yes
556,Kalyani Nagar,1047,5,3,1991,Yes,8168685,34,7801.991404,No,Yes
557,Pimpri-Chinchwad,2433,1,3,2011,Yes,4213405,14,1731.773531,No,No
558,Kalyani Nagar,836,4,1,2001,No,3773095,24,4513.271531,No,No
559,Koregaon Park,2136,3,1,1981,Yes,3039143,44,1422.819757,No,No
560,Viman Nagar,3498,2,1,2020,No,14316225,5,4092.688679,Yes,Yes
561,Koregaon Park,1372,4,2,2012,No,13592747,13,9907.25,Yes,Yes
562,Koregaon Park,2810,1,3,2013,No,4823486,12,1716.54306,No,No
563,Kalyani Nagar,1453,5,1,1985,Yes,8484212,40,5839.099794,No,Yes
564,Viman Nagar,3431,5,2,2001,No,5802344,24,1691.152434,No,Yes
565,Viman Nagar,2416,3,1,1980,No,13491803,45,5584.355546,Yes,Yes
566,Viman Nagar,2924,3,1,2017,Yes,6164750,8,2108.327633,No,Yes
567,Pimpri-Chinchwad,2567,4,1,2013,No,9513020,12,3705.890144,No,Yes
568,Kalyani Nagar,1678,3,3,1987,Yes,4617154,38,2751.581645,No,No
569,Viman Nagar,3438,4,1,1980,Yes,10706893,45,3114.279523,Yes,Yes
570,Pimpri-Chinchwad,2248,1,1,2005,Yes,9557550,20,4251.579181,No,Yes
571,Hinjewadi,1539,5,2,2023,No,5906407,2,3837.821313,No,Yes
572,Hinjewadi,2029,5,3,2010,Yes,6292558,15,3101.310005,No,Yes
573,Pimpri-Chinchwad,2941,3,2,2023,Yes,9618909,2,3270.625298,No,Yes
574,Pimpri-Chinchwad,2009,4,3,1993,Yes,12977938,32,6459.899452,Yes,Yes
575,Kalyani Nagar,846,3,2,2005,Yes,2494439,20,2948.509456,No,No
576,Kalyani Nagar,1950,2,1,2015,No,8722903,10,4473.28359,No,Yes
577,Hinjewadi,3363,2,3,2007,Yes,9661060,18,2872.75052,No,Yes
578,Viman Nagar,1128,2,2,1999,Yes,11279687,26,9999.722518,Yes,Yes
579,Hinjewadi,1152,5,3,2018,No,4362946,7,3787.279514,No,No
580,Viman Nagar,2393,4,3,1995,No,9455991,30,3951.521521,No,Yes
581,Viman Nagar,2582,5,2,2018,No,7151351,7,2769.694423,No,Yes
582,Kalyani Nagar,987,1,2,2016,Yes,2544939,9,2578.458967,No,No
583,Koregaon Park,1511,2,3,1990,No,12514160,35,8282.038385,Yes,Yes
584,Koregaon Park,1390,3,2,1989,Yes,10749300,36,7733.309353,Yes,Yes
585,Pimpri-Chinchwad,1029,1,3,2012,No,9369659,13,9105.596696,No,Yes
586,Kalyani Nagar,2748,1,1,2016,No,8639835,9,3144.04476,No,Yes
587,Viman Nagar,1120,4,1,2012,Yes,8607202,13,7685.001786,No,Yes
588,Koregaon Park,3333,5,2,2020,No,12364812,5,3709.814581,Yes,Yes
589,Viman Nagar,2195,3,3,2006,No,7977468,19,3634.381777,No,Yes
590,Koregaon Park,877,5,2,2011,Yes,6780606,14,7731.59179,No,Yes
591,Koregaon Park,2279,5,2,1987,Yes,14984128,38,6574.86968,Yes,Yes
592,Koregaon Park,3366,4,1,2014,Yes,3846642,11,1142.793226,No,No
593,Kalyani Nagar,2423,4,1,1997,No,8207640,28,3387.387536,No,Yes
594,Hinjewadi,992,2,3,2010,No,14141234,15,14255.27621,Yes,Yes
595,Viman Nagar,1608,2,2,2002,No,10272157,23,6388.157338,Yes,Yes
596,Kalyani Nagar,2633,5,2,1988,Yes,4153886,37,1577.624763,No,No
597,Kalyani Nagar,1218,5,2,1983,Yes,6927655,42,5687.729885,No,Yes
598,Kalyani Nagar,2241,5,3,2005,Yes,12790578,20,5707.531459,Yes,Yes
599,Kalyani Nagar,2728,2,3,1982,No,10609785,43,3889.217375,Yes,Yes
600,Kalyani Nagar,1616,2,2,2010,Yes,3878359,15,2399.974629,No,No
601,Pimpri-Chinchwad,3253,1,2,2000,No,7224233,25,2220.790962,No,Yes
602,Viman Nagar,1220,2,3,1989,No,3432044,36,2813.15082,No,No
603,Kalyani Nagar,3163,2,2,1986,Yes,6216412,39,1965.353146,No,Yes
604,Viman Nagar,811,4,2,2008,No,12099928,17,14919.76326,Yes,Yes
605,Pimpri-Chinchwad,3226,1,3,2006,No,13319156,19,4128.690639,Yes,Yes
606,Pimpri-Chinchwad,3139,5,1,1985,Yes,2746567,40,874.9815228,No,No
607,Viman Nagar,1663,4,1,1990,Yes,7365259,35,4428.898978,No,Yes
608,Koregaon Park,1694,4,3,1983,No,13068230,42,7714.421488,Yes,Yes
609,Hinjewadi,2721,3,2,1996,Yes,5798184,29,2130.901874,No,Yes
610,Koregaon Park,1685,3,2,1989,Yes,10734990,36,6370.913947,Yes,Yes
611,Koregaon Park,1444,5,1,2020,Yes,14867072,5,10295.75623,Yes,Yes
612,Koregaon Park,3047,2,2,1980,Yes,5427372,45,1781.218247,No,Yes
613,Kalyani Nagar,1371,1,3,2015,Yes,14371420,10,10482.43618,Yes,Yes
614,Pimpri-Chinchwad,2431,2,2,1995,No,4477364,30,1841.778692,No,No
615,Koregaon Park,1945,1,2,2013,No,2553737,12,1312.975321,No,No
616,Pimpri-Chinchwad,2368,5,3,2019,Yes,7663229,6,3236.160895,No,Yes
617,Viman Nagar,1125,4,2,1991,Yes,9178359,34,8158.541333,No,Yes
618,Hinjewadi,3455,3,3,1995,Yes,4746903,30,1373.922721,No,No
619,Viman Nagar,2083,2,3,1996,No,2301233,29,1104.768603,No,No
620,Viman Nagar,3019,2,2,1980,Yes,9065266,45,3002.737993,No,Yes
621,Kalyani Nagar,3085,2,2,2002,No,8179153,23,2651.265154,No,Yes
622,Hinjewadi,3195,5,1,1998,Yes,10349407,27,3239.251017,Yes,Yes
623,Viman Nagar,1474,5,3,2000,Yes,9725942,25,6598.332429,No,Yes
624,Viman Nagar,2194,5,1,2011,Yes,14948229,14,6813.231085,Yes,Yes
625,Hinjewadi,3393,2,1,2011,No,14461370,14,4262.119069,Yes,Yes
626,Hinjewadi,2960,3,1,1983,Yes,6038001,42,2039.865203,No,Yes
627,Viman Nagar,964,3,2,1987,No,14102040,38,14628.6722,Yes,Yes
628,Hinjewadi,2304,5,2,1983,No,3328377,42,1444.608073,No,No
629,Viman Nagar,2820,3,2,1994,Yes,11877524,31,4211.887943,Yes,Yes
630,Viman Nagar,987,4,3,2013,No,2267237,12,2297.099291,No,No
631,Kalyani Nagar,2032,4,1,2009,Yes,11923155,16,5867.69439,Yes,Yes
632,Koregaon Park,1822,4,1,2010,Yes,9851886,15,5407.182217,No,Yes
633,Viman Nagar,3474,2,3,2000,Yes,10896583,25,3136.60996,Yes,Yes
634,Pimpri-Chinchwad,1881,3,2,2022,No,3550273,3,1887.439128,No,No
635,Koregaon Park,3448,2,1,2009,No,4771295,16,1383.786253,No,No
636,Koregaon Park,1103,2,1,1989,No,13247403,36,12010.33817,Yes,Yes
637,Koregaon Park,871,1,3,1982,No,11993593,43,13769.9116,Yes,Yes
638,Kalyani Nagar,3427,3,2,2003,No,2990673,22,872.6796032,No,No
639,Viman Nagar,2469,1,1,1989,Yes,7224689,36,2926.159984,No,Yes
640,Kalyani Nagar,3447,4,2,1988,No,7550488,37,2190.451987,No,Yes
641,Viman Nagar,2082,5,2,1982,Yes,2458344,43,1180.760807,No,No
642,Kalyani Nagar,2696,4,2,2019,Yes,11675748,6,4330.767062,Yes,Yes
643,Kalyani Nagar,1846,5,2,2010,Yes,12158173,15,6586.225894,Yes,Yes
644,Pimpri-Chinchwad,2930,2,1,2007,No,7931579,18,2707.023549,No,Yes
645,Kalyani Nagar,2464,1,3,2017,Yes,4398627,8,1785.157062,No,No
646,Hinjewadi,1590,2,2,2013,No,9785600,12,6154.465409,No,Yes
647,Pimpri-Chinchwad,2848,1,1,2019,Yes,2518348,6,884.2514045,No,No
648,Kalyani Nagar,3214,5,3,1992,No,10525884,33,3275.010579,Yes,Yes
649,Koregaon Park,2852,2,2,1981,No,2578937,44,904.2556101,No,No
650,Hinjewadi,2916,1,2,1996,No,12833225,29,4400.968793,Yes,Yes
651,Hinjewadi,1394,1,1,2017,No,9603095,8,6888.877331,No,Yes
652,Hinjewadi,2635,2,2,2004,Yes,9124319,21,3462.739658,No,Yes
653,Pimpri-Chinchwad,1708,5,1,2002,Yes,7500485,23,4391.38466,No,Yes
654,Kalyani Nagar,3435,1,3,1989,Yes,5823662,36,1695.389229,No,Yes
655,Kalyani Nagar,3354,4,3,2017,Yes,6637605,8,1979.011628,No,Yes
656,Koregaon Park,2061,5,2,1990,No,10983716,35,5329.313925,Yes,Yes
